age,income,credit_history_months,num_credit_accounts,debt_ratio,num_late_payments,target,status
35,253,81,5,0.09874188265699876,1,1.0,approved
32,417,10,2,0.38719675900677275,0,0.0,approved
35,293,3,1,0.4783365450211098,0,0.0,approved
20,520,49,3,0.45500595363634816,1,1.0,approved
32,166,6,3,0.16987518981564037,0,0.0,approved
38,265,16,2,0.23733349399442932,0,0.0,approved
49,259,1,5,0.18627993430799497,0,1.0,approved
29,166,5,2,0.418031942487189,2,0.0,approved
26,400,6,8,0.1715978179262691,1,1.0,approved
29,794,2,4,0.47805673756180955,2,0.0,approved
44,246,38,6,0.37083740396444625,1,0.0,approved
38,319,65,4,0.2692810663036625,1,0.0,approved
29,259,16,1,0.3370271202035232,0,0.0,approved
40,173,74,6,0.09205054058227725,0,0.0,approved
35,166,8,5,0.18085194826801232,1,1.0,approved
44,174,14,8,0.05966959881292744,0,1.0,approved
27,166,5,2,0.26553804613550275,1,0.0,approved
31,582,34,2,0.3688580539766703,0,1.0,approved
31,234,19,5,0.14606462628945616,0,1.0,approved
20,208,34,4,0.2076098146709908,0,0.0,approved
37,387,51,4,0.11688407400882266,0,1.0,approved
37,166,28,5,0.10797938965643271,1,0.0,approved
35,169,35,3,0.2994136468460113,1,0.0,approved
32,257,98,3,0.10676361998314617,0,1.0,approved
20,415,12,6,0.326907667067441,2,0.0,approved
30,319,16,2,0.17192953020047597,1,0.0,approved
31,281,45,3,0.4980732293963518,1,0.0,approved
26,258,34,3,0.2612911427022362,1,1.0,approved
33,303,7,2,0.30048554422181645,2,0.0,approved
39,274,16,1,0.20961950484292133,1,0.0,approved
53,166,22,1,0.053226635703235686,2,0.0,approved
36,254,19,2,0.2250529472022402,0,0.0,approved
37,166,7,2,0.2844313760579677,2,0.0,approved
34,258,92,1,0.2797270075577695,0,0.0,approved
20,195,51,0,0.6728135619321932,3,0.0,approved
34,884,23,2,0.28860664075045855,0,1.0,approved
35,243,41,8,0.40108063049191467,1,0.0,approved
59,166,81,4,0.25787736655781246,1,0.0,approved
33,232,5,3,0.392647526499274,0,0.0,approved
38,322,10,4,0.31250697809411515,1,0.0,approved
34,573,28,4,0.3475703742026463,1,0.0,approved
23,185,57,1,0.6979359800462522,2,0.0,approved
46,166,1,6,0.258905019568355,4,0.0,approved
42,373,148,2,0.17882914030656707,1,1.0,approved
42,166,21,1,0.22890182193833353,0,0.0,approved
25,199,16,7,0.25244321047129026,0,1.0,approved
49,218,12,3,0.14381098145689444,1,0.0,approved
20,239,6,3,0.21933849318138274,3,0.0,approved
40,350,56,5,0.3424049513249746,1,1.0,approved
56,176,111,2,0.3897674254513486,3,0.0,approved
25,216,19,2,0.24343850867647115,0,0.0,approved
29,246,109,1,0.35278122031386094,0,1.0,approved
35,267,62,3,0.5536357069122749,0,0.0,approved
29,260,23,2,0.061401766672189016,0,0.0,approved
20,308,40,8,0.21241143308714186,2,1.0,approved
35,378,20,0,0.19034764611321522,1,0.0,approved
24,302,29,5,0.17660641179587044,0,0.0,approved
39,311,2,1,0.3013262348704206,0,0.0,approved
25,166,42,4,0.07125686922266719,1,1.0,approved
50,254,1,2,0.36587729518917506,3,0.0,approved
27,315,61,4,0.08918043572828964,1,1.0,approved
31,357,62,4,0.32704311072767644,0,1.0,approved
43,175,9,3,0.15799756126020073,0,1.0,approved
22,178,14,2,0.6053858578832173,0,0.0,approved
37,186,23,1,0.4823537902997797,0,0.0,approved
48,324,32,2,0.22140812722404854,1,0.0,approved
20,416,12,1,0.2543504953755711,0,0.0,approved
36,202,32,2,0.4755729383799297,2,0.0,approved
37,391,12,1,0.4966455773324026,2,1.0,approved
42,264,2,1,0.5708346426486858,1,0.0,approved
22,233,1,3,0.569489620718991,1,0.0,approved
21,223,3,1,0.18759009715908123,0,0.0,approved
40,360,56,3,0.39769506953561645,0,1.0,approved
37,292,117,2,0.3148610584219532,1,1.0,approved
37,775,20,3,0.5525616982383149,3,0.0,approved
38,166,25,2,0.4706018466509048,0,0.0,approved
28,321,5,4,0.2024440123415076,0,1.0,approved
37,190,28,1,0.5344901680558225,1,0.0,approved
37,166,5,3,0.09323761376253024,1,0.0,approved
27,247,34,3,0.2778360020418623,2,0.0,approved
53,266,97,4,0.3517125906422743,5,0.0,approved
39,1068,7,4,0.5621299059313072,3,1.0,approved
23,226,52,4,0.21619952775230428,1,0.0,approved
41,166,1,3,0.3627367049159878,1,0.0,approved
25,284,16,4,0.1624313943923832,1,0.0,approved
42,166,4,5,0.5675871218546604,2,0.0,approved
46,237,15,3,0.48161732889794395,0,0.0,approved
26,250,6,3,0.10823296564986215,1,0.0,approved
44,369,16,2,0.18365373618662598,2,0.0,approved
39,404,19,3,0.32654056823056743,1,0.0,approved
43,193,12,4,0.2756256870689626,0,0.0,approved
53,230,38,2,0.2860657278142484,0,1.0,approved
32,169,90,7,0.06639418538467698,3,1.0,approved
27,166,18,4,0.15686781391618076,0,1.0,approved
26,290,7,2,0.05591660838077397,1,0.0,approved
26,166,11,2,0.2301343251260543,2,0.0,approved
34,201,69,1,0.03024861608109771,0,1.0,approved
38,166,30,2,0.32231059164335424,1,0.0,approved
37,326,21,3,0.17710749688513128,3,0.0,approved
43,611,5,6,0.2503202826063204,0,1.0,approved
35,166,21,5,0.30365505795062236,3,0.0,approved
49,166,11,3,0.3753368367133764,0,0.0,approved
32,233,103,2,0.3453014206833884,1,0.0,approved
62,250,77,4,0.3502377644884,2,1.0,approved
41,277,3,2,0.05419655134152047,2,0.0,approved
26,198,26,3,0.5353897396685495,1,0.0,approved
24,224,9,4,0.16604270482095373,4,0.0,approved
39,298,19,1,0.2529538735820342,1,0.0,approved
32,417,75,9,0.2850915981445179,1,1.0,approved
42,166,26,4,0.2794657970205815,2,0.0,approved
39,206,14,3,0.37894936753449276,1,1.0,approved
34,276,8,3,0.28471627867208127,3,0.0,approved
26,166,57,2,0.4179565309914257,1,0.0,approved
20,590,35,2,0.4698479495159238,1,1.0,approved
30,180,22,4,0.29087901667643223,2,1.0,approved
43,243,8,2,0.21951679317527645,2,1.0,approved
37,328,14,2,0.27060508177969483,2,1.0,approved
22,184,115,2,0.44400775692795524,2,0.0,approved
36,166,26,3,0.11972157413086444,1,0.0,approved
38,200,18,2,0.34399783854906174,1,1.0,approved
26,415,26,3,0.008874574720325658,0,1.0,approved
36,209,54,3,0.2390736242493994,0,1.0,approved
35,166,14,3,0.18746449658023842,0,1.0,approved
23,394,7,3,0.49789844147863094,2,0.0,approved
38,210,31,4,0.18296387198192626,1,1.0,approved
40,192,39,6,0.2387616490720988,1,0.0,approved
45,267,44,2,0.3158732911609725,1,1.0,approved
45,365,76,3,0.34230864158666585,1,1.0,approved
21,817,16,5,0.1286261544860254,0,1.0,approved
25,375,2,1,0.32052600448930113,2,0.0,approved
40,443,114,4,0.3246645439483961,0,1.0,approved
40,192,20,3,0.15669561511539928,1,0.0,approved
40,166,35,6,0.38896980505369466,1,0.0,approved
70,256,39,3,0.6667499171342582,1,0.0,approved
40,262,28,1,0.07487128430505095,6,0.0,approved
46,166,8,4,0.2556140959685639,1,1.0,approved
44,227,50,3,0.5905547129865264,1,1.0,approved
41,303,58,2,0.22436523564177524,2,1.0,approved
31,297,28,4,0.35729014072913823,1,1.0,approved
42,319,24,6,0.1772207432472218,1,0.0,approved
27,287,4,3,0.3639501021652167,2,0.0,approved
32,192,3,6,0.31928391261540434,0,0.0,approved
30,192,14,5,0.34483662492993544,2,0.0,approved
35,166,13,2,0.07995958036437165,1,0.0,approved
58,606,110,4,0.21863841341553147,2,1.0,approved
20,250,55,1,0.28314081085649,1,1.0,approved
41,221,38,4,0.7535263300012288,0,0.0,approved
20,166,26,1,0.14495069929424495,1,0.0,approved
30,1078,6,2,0.12188725181959882,2,1.0,approved
45,166,138,5,0.31220099607981777,0,0.0,approved
35,200,16,1,0.26102425546303876,0,0.0,approved
24,305,4,4,0.1547493595376477,4,0.0,approved
27,335,24,1,0.7181214649755739,0,0.0,approved
41,401,74,3,0.24950069663531627,2,0.0,approved
27,613,78,2,0.2018726532080769,1,1.0,approved
37,319,1,4,0.0203286450096216,2,0.0,approved
35,166,78,3,0.04569547566399058,1,1.0,approved
28,218,11,5,0.16150540615537026,1,0.0,approved
56,289,1,6,0.09627660162468636,1,0.0,approved
41,698,67,4,0.3913912296519503,1,0.0,approved
20,166,71,5,0.4679781542990112,1,1.0,approved
36,453,32,7,0.2735342399964046,1,1.0,approved
28,271,30,2,0.2796782281988191,0,0.0,approved
43,377,60,4,0.15488751145708068,2,1.0,approved
27,236,55,6,0.4027636071463877,1,0.0,approved
33,166,79,3,0.2130890437154077,2,0.0,approved
40,361,28,7,0.5705892298413304,1,1.0,approved
43,344,123,6,0.28535048747056463,1,1.0,approved
22,403,200,3,0.5872889160110548,3,1.0,approved
31,246,4,1,0.12565732172637312,1,1.0,approved
30,184,68,2,0.2792662962787642,2,0.0,approved
28,166,24,4,0.09429759586577681,0,1.0,approved
52,374,17,4,0.245787244018054,2,0.0,approved
39,307,34,5,0.3341922976608405,1,0.0,approved
22,166,2,4,0.22151866133784076,2,0.0,approved
44,189,25,4,0.11832631706261318,0,0.0,approved
56,196,73,2,0.04607888314696922,1,1.0,approved
45,166,8,6,0.07023810151120638,0,1.0,approved
20,166,20,1,0.16553669706998578,0,0.0,approved
30,166,100,1,0.7050899439841513,1,0.0,approved
47,202,20,7,0.1453504206222964,3,0.0,approved
27,171,15,3,0.32021292167147575,0,0.0,approved
39,166,20,3,0.2546325974490237,0,0.0,approved
42,682,26,1,0.2625250729048204,0,1.0,approved
25,464,35,2,0.3518910231869407,2,0.0,approved
34,168,58,1,0.3174418292601699,1,1.0,approved
20,284,21,1,0.10268212623650362,1,0.0,approved
24,306,61,2,0.1596101030256578,0,1.0,approved
32,450,27,3,0.21895506083799385,0,1.0,approved
22,166,14,2,0.20936052124751645,0,0.0,approved
51,428,38,7,0.1760390539435053,1,0.0,approved
20,188,45,4,0.1774898818215481,0,0.0,approved
30,166,29,4,0.18894322018532894,1,0.0,approved
36,356,2,3,0.3062301971399329,1,0.0,approved
49,473,6,4,0.23136024788224202,0,1.0,approved
20,906,12,4,0.07922400104438103,0,1.0,approved
46,166,11,7,0.21544924164575002,2,0.0,approved
35,352,40,4,0.11688211951557381,0,0.0,approved
25,202,1,4,0.13692283791437757,0,0.0,approved
39,367,50,1,0.2847278046202701,1,0.0,approved
36,166,11,1,0.31880270150155526,0,1.0,approved
28,166,13,1,0.33384144905162655,1,0.0,approved
35,168,27,5,0.05188765994748759,1,1.0,approved
31,258,8,6,0.2030461556748914,0,0.0,approved
36,180,77,3,0.5298229468115979,2,0.0,approved
41,345,3,6,0.049077582664092394,0,0.0,approved
50,415,21,7,0.3186384202275359,0,1.0,approved
22,335,68,2,0.20034489564822677,0,0.0,approved
56,558,34,3,0.1780529128085423,3,1.0,approved
20,305,12,3,0.2450423276360138,1,1.0,approved
33,166,19,2,0.3797741723520153,1,0.0,approved
40,491,44,2,0.43291761391842193,1,0.0,approved
37,183,130,1,0.5226905350986518,1,0.0,approved
28,391,80,2,0.23067854274633456,1,0.0,approved
32,545,15,4,0.15556909100155059,1,1.0,approved
30,312,227,1,0.44037237393503226,0,1.0,approved
29,166,1,5,0.23750764061917926,3,0.0,approved
43,166,1,3,0.13783478030854493,2,0.0,approved
38,481,62,3,0.35869952283566914,2,0.0,approved
28,228,8,3,0.12568691326065373,1,0.0,approved
43,258,2,4,0.1751984780371854,0,0.0,approved
38,363,9,0,0.3524336251897633,0,0.0,approved
43,351,19,4,0.19656049427284772,1,1.0,approved
41,285,47,6,0.15636443302045816,1,1.0,approved
26,223,35,4,0.1730825728015219,1,0.0,approved
29,212,9,1,0.3923998301401533,3,0.0,approved
42,381,25,3,0.2526132253759297,0,1.0,approved
41,327,93,0,0.6932069606637725,1,1.0,approved
34,218,60,5,0.3182160063795571,0,1.0,approved
36,426,14,3,0.07302847817970287,0,1.0,approved
47,232,145,2,0.2667236455921165,0,1.0,approved
29,166,44,4,0.5772397400843535,0,0.0,approved
40,169,2,4,0.20695697850402797,0,0.0,approved
32,166,1,6,0.26996751045684303,1,0.0,approved
32,216,6,3,0.6118496979575427,0,0.0,approved
45,460,46,2,0.3028902530529189,1,0.0,approved
43,166,7,0,0.5103673957020756,0,0.0,approved
43,272,25,3,0.16074118294662595,1,0.0,approved
48,178,3,3,0.22773620644528642,1,0.0,approved
35,218,91,4,0.09161243559334013,1,1.0,approved
41,166,15,3,0.1420399921672639,0,1.0,approved
31,222,85,4,0.196171148538693,1,0.0,approved
38,225,104,1,0.1710417795726105,0,1.0,approved
33,325,1,0,0.021788812107259654,2,1.0,approved
35,277,22,3,0.13203852520067627,0,1.0,approved
40,166,1,2,0.3833133458843253,1,0.0,approved
26,427,86,3,0.18482635122048466,2,1.0,approved
55,275,26,2,0.0644106103574904,2,1.0,approved
24,274,2,3,0.32055025787777813,0,0.0,approved
22,247,4,3,0.15217187950561997,0,0.0,approved
46,191,17,0,0.542306579667106,1,0.0,approved
42,276,101,1,0.08543616326644941,2,1.0,approved
41,315,42,2,0.1033371489737079,2,0.0,approved
41,166,72,4,0.1997318892120777,1,1.0,approved
34,189,16,3,0.036541028897336,2,0.0,approved
26,218,1,0,0.47795583547164094,0,0.0,approved
35,282,131,5,0.27645136817177246,1,1.0,approved
28,451,1,3,0.4950573149427281,0,1.0,approved
44,168,106,2,0.2631866128876534,1,0.0,approved
33,193,16,2,0.193498543855347,0,1.0,approved
26,192,1,2,0.48132296327889007,1,1.0,approved
31,166,42,1,0.12452129688380119,1,0.0,approved
39,208,141,0,0.25680621050933655,1,1.0,approved
29,365,121,5,0.7827536784179604,0,0.0,approved
26,166,6,5,0.3381318504593073,2,0.0,approved
37,307,7,0,0.1421895785420278,0,1.0,approved
37,166,30,1,0.5821285884958193,0,0.0,approved
29,187,36,2,0.081685415250167,2,0.0,approved
30,210,48,2,0.053884473847465156,0,1.0,approved
37,573,7,4,0.18842326825900957,2,0.0,approved
20,216,114,2,0.48849265476548026,1,0.0,approved
20,166,36,5,0.697932915792697,1,0.0,approved
27,166,67,3,0.32376621813568307,2,1.0,approved
32,252,27,2,0.4404664472708245,1,0.0,approved
38,337,19,4,0.32413968509685165,2,0.0,approved
49,299,136,4,0.3758187819110941,1,1.0,approved
43,270,31,2,0.3969385347402871,2,1.0,approved
33,444,72,0,0.27179188543918753,1,1.0,approved
34,189,110,5,0.39143054518405307,0,1.0,approved
24,388,40,2,0.2670581975652729,1,0.0,approved
34,166,28,3,0.3008036337254396,0,0.0,approved
32,166,1,0,0.3416656691160129,1,0.0,approved
38,166,1,5,0.1018886134459779,2,1.0,approved
26,216,8,3,0.17131015150452789,1,1.0,approved
40,242,7,3,0.3465713356473419,0,0.0,approved
50,262,10,1,0.34318161665110847,1,0.0,approved
33,256,13,6,0.2708357886715141,0,1.0,approved
39,166,16,2,0.22647639183133306,1,0.0,approved
41,225,19,4,0.1002019686870793,0,1.0,approved
30,166,3,3,0.09939324070729454,0,1.0,approved
37,491,1,1,0.1981383491186979,0,0.0,approved
35,213,40,3,0.1461394835450084,2,0.0,approved
35,194,27,3,0.19285037105700997,2,0.0,approved
27,549,21,1,0.1538588428862079,0,1.0,approved
35,166,36,5,0.16875620791475449,1,0.0,approved
39,166,63,2,0.2569732936265996,2,0.0,approved
49,166,20,8,0.47521291060222154,0,0.0,approved
44,240,36,5,0.18104517307352427,2,1.0,approved
56,308,110,3,0.3958633924423286,1,0.0,approved
27,359,65,2,0.38286708318221135,0,0.0,approved
43,898,19,0,0.6710651677818251,2,0.0,approved
36,166,37,2,0.1627553628786531,1,0.0,approved
56,336,7,6,0.34762147648246433,0,0.0,approved
26,188,29,4,0.15161351602360076,1,0.0,approved
26,185,143,3,0.1144908264096667,1,1.0,approved
29,182,26,4,0.12102243334416535,1,0.0,approved
20,166,94,2,0.3369573421068146,2,0.0,approved
29,576,18,2,0.17111473999115992,1,1.0,approved
27,378,240,2,0.5825990360825132,3,0.0,approved
36,251,31,3,0.5270069324915655,2,0.0,approved
38,488,1,3,0.09439070125558606,0,0.0,approved
53,166,31,5,0.33687506233767806,0,0.0,approved
44,166,11,5,0.2681621718106488,0,0.0,approved
29,166,1,2,0.3387914707673571,0,1.0,approved
26,175,61,0,0.25736116229124295,1,0.0,approved
39,269,11,1,0.1372346296268781,2,0.0,approved
21,261,57,3,0.23617195161914337,0,0.0,approved
53,267,12,2,0.5741979170982351,0,1.0,approved
46,166,7,5,0.2871079890057743,1,0.0,approved
30,371,131,2,0.24662749945656964,2,0.0,approved
20,280,16,2,0.050923111048269604,2,0.0,approved
48,358,33,5,0.26725012970086975,2,1.0,approved
33,166,33,7,0.3096824866225192,1,0.0,approved
47,290,29,4,0.03766366532073127,2,0.0,approved
20,166,88,5,0.17316317947334334,0,1.0,approved
29,203,40,3,0.4475655276979736,0,0.0,approved
35,324,18,5,0.20360432863987576,2,0.0,approved
35,259,71,2,0.2591656223372721,1,0.0,approved
30,166,7,6,0.287678295413222,0,0.0,approved
41,249,28,2,0.29637514261781345,3,0.0,approved
24,166,108,1,0.11738095434540334,2,0.0,approved
33,441,35,1,0.20551117020005838,0,0.0,approved
36,224,61,8,0.7803304723436032,1,0.0,approved
40,434,38,5,0.3550822457408271,1,0.0,approved
42,190,65,4,0.35314531291626355,2,0.0,approved
23,191,104,1,0.45809343604912356,0,0.0,approved
20,169,11,6,0.4028175004386823,1,0.0,approved
47,384,6,1,0.06396355785210092,1,1.0,approved
38,174,23,5,0.19104762643626544,0,0.0,approved
27,342,43,2,0.3603877383580367,1,1.0,approved
50,205,9,6,0.20151819353951053,0,1.0,approved
36,166,1,3,0.2208223783269822,1,0.0,approved
46,186,15,6,0.4243164760315664,1,0.0,approved
35,166,124,3,0.21085755846371396,2,0.0,approved
55,252,42,6,0.24496026358661765,1,1.0,approved
52,166,18,5,0.25950518318153765,2,0.0,approved
32,394,7,1,0.3452638142827725,1,1.0,approved
44,237,15,3,0.6531155895008849,0,0.0,approved
41,227,6,3,0.2910242173354837,0,1.0,approved
48,344,4,2,0.2338021345400843,0,0.0,approved
25,402,85,4,0.13971364271969205,0,1.0,approved
41,245,217,2,0.3414078851576169,1,1.0,approved
45,168,6,4,0.17093524447224348,0,0.0,approved
20,166,2,4,0.1906811945575056,2,0.0,approved
23,176,14,0,0.47475199713646254,0,0.0,approved
20,182,22,4,0.2278723066238904,4,0.0,approved
32,262,8,2,0.7335526382102229,1,0.0,approved
42,209,12,3,0.5520477419868367,1,0.0,approved
50,350,8,3,0.17668811903475898,1,0.0,approved
35,182,53,2,0.47939116755507566,1,1.0,approved
51,241,44,0,0.2184478364945793,1,1.0,approved
21,449,36,1,0.10101288638186898,2,0.0,approved
20,294,17,5,0.23861091931218628,1,0.0,approved
34,241,86,4,0.4770173658693448,0,1.0,approved
38,183,125,2,0.17106206949410627,2,0.0,approved
34,180,6,1,0.22165429061826772,3,0.0,approved
20,166,9,1,0.26870286884671046,0,1.0,approved
34,189,26,3,0.3766748203454343,1,1.0,approved
21,362,3,3,0.09267505946278139,3,0.0,approved
41,222,20,3,0.4589844028275191,2,0.0,approved
38,166,31,5,0.16093928034558444,0,0.0,approved
25,601,26,4,0.5261892286895086,1,0.0,approved
29,291,14,3,0.38362427733445337,1,0.0,approved
24,166,28,0,0.5192944155906738,3,0.0,approved
34,199,114,7,0.17972366952713992,4,0.0,approved
44,262,8,3,0.21509547180300106,1,0.0,approved
25,582,38,4,0.34880362639882717,3,1.0,approved
40,166,1,4,0.44845549808871527,1,0.0,approved
29,404,2,4,0.2559172972848984,1,1.0,approved
27,500,28,1,0.5081274325572396,1,0.0,approved
33,181,3,4,0.12999944207697706,0,1.0,approved
24,216,1,3,0.22744816773398632,2,0.0,approved
29,166,6,4,0.3286464352676901,0,0.0,approved
23,224,29,2,0.2151007802104773,0,0.0,approved
54,243,43,5,0.049767068520566705,2,1.0,approved
35,345,8,3,0.16603909718478832,2,0.0,approved
28,428,39,1,0.18221450299232958,4,0.0,approved
37,170,7,4,0.2730488189869431,0,0.0,approved
33,166,34,6,0.24056033422670933,0,0.0,approved
32,245,19,1,0.26375493613711354,1,0.0,approved
41,287,38,3,0.15615874783578876,0,1.0,approved
42,281,191,2,0.3604599183939334,0,1.0,approved
29,210,99,6,0.11816949943607126,1,1.0,approved
29,264,1,1,0.39194220544490993,0,0.0,approved
32,529,77,4,0.6087055909679603,2,1.0,approved
20,300,2,2,0.4793108747716986,1,0.0,approved
20,206,110,5,0.12736591616132706,2,1.0,approved
48,193,11,2,0.2737752100293961,1,0.0,approved
51,228,17,1,0.43779875968686405,2,1.0,approved
32,563,3,2,0.26317151329867855,0,0.0,approved
40,226,4,5,0.5527183486238617,2,0.0,approved
38,245,46,2,0.25525527012825433,0,1.0,approved
65,195,103,2,0.40345291044817544,1,0.0,approved
46,430,33,3,0.21019173140451955,0,1.0,approved
33,661,45,4,0.34893449396752885,0,1.0,approved
25,311,51,2,0.21057097831668609,1,0.0,approved
20,258,10,4,0.20073433101840676,2,0.0,approved
37,253,1,4,0.4651230778405705,1,1.0,approved
27,166,1,3,0.029080734908196588,3,0.0,approved
20,360,15,7,0.05859219867045071,3,0.0,approved
28,265,9,0,0.08623005313489047,0,1.0,approved
24,307,2,4,0.5515650936176975,0,0.0,approved
51,174,7,5,0.13375583016366277,1,0.0,approved
43,204,4,3,0.7845407599189256,0,0.0,approved
34,202,88,0,0.0667647006394876,0,1.0,approved
49,414,5,5,0.04917213586523442,1,1.0,approved
35,205,27,4,0.17528423527054293,2,1.0,approved
26,703,32,1,0.2507471167495951,0,1.0,approved
50,308,28,0,0.3616181376600165,1,1.0,approved
40,166,3,3,0.1688291752148058,1,0.0,approved
24,232,13,4,0.5568197064373127,0,1.0,approved
33,179,1,4,0.45271769345714724,1,0.0,approved
26,166,18,1,0.20726795057635666,1,1.0,approved
21,552,7,2,0.4198662585376976,1,0.0,approved
44,353,29,1,0.2181064794182085,1,1.0,approved
54,324,42,1,0.16779174184161316,4,0.0,approved
21,269,27,0,0.40647043347393924,1,0.0,approved
40,166,20,4,0.19739752550193781,0,1.0,approved
28,195,17,3,0.3667001402462171,0,1.0,approved
30,378,66,1,0.2502040491095001,1,0.0,approved
29,166,8,5,0.45789394125652877,2,0.0,approved
26,166,47,5,0.3291973324848764,1,1.0,approved
35,221,51,3,0.39251309785206856,2,0.0,approved
26,231,19,7,0.24387800363277637,0,0.0,approved
37,265,12,1,0.5055446764143146,1,0.0,approved
34,357,22,3,0.15986321203985934,3,0.0,approved
32,341,3,5,0.40458641528710987,2,0.0,approved
25,282,1,2,0.07244970532380247,1,0.0,approved
29,451,4,2,0.3552183153243425,2,0.0,approved
42,166,7,2,0.3594585169383005,1,1.0,approved
40,319,25,5,0.5986652229751166,1,0.0,approved
25,339,68,2,0.39541114663500976,0,1.0,approved
35,166,9,1,0.11685847998567643,0,0.0,approved
42,166,98,3,0.27774384378071676,3,0.0,approved
20,171,111,3,0.1765114205714883,0,1.0,approved
40,178,114,1,0.1513589268677712,1,0.0,approved
28,362,65,5,0.24891000353643497,1,1.0,approved
40,182,16,2,0.015618854933663065,0,0.0,approved
27,166,2,4,0.602411501178401,1,0.0,approved
20,182,30,5,0.328295729300697,1,0.0,approved
20,434,29,4,0.11958508246412057,0,1.0,approved
35,250,68,5,0.17709942195310435,0,1.0,approved
37,227,198,4,0.25751700403670724,0,1.0,approved
25,235,25,4,0.1482314617425181,0,0.0,approved
41,473,15,2,0.1663358711629749,0,1.0,approved
20,170,7,6,0.28038748492141674,0,1.0,approved
34,479,1,0,0.5174988202732921,1,1.0,approved
22,275,25,1,0.46980059679555325,0,0.0,approved
28,229,29,0,0.4032136759696857,0,0.0,approved
35,867,62,2,0.11622108269912496,2,1.0,approved
